Size_sqft,Price
4468.289274320415,559954.0719746331
4652.962210225885,526088.0281045969
3045.369595443751,380999.20458813605
3006.0651787487986,456665.9250033751
4193.180715867101,599322.9639277341
3599.855723111061,536402.1504854184
3807.8675090308134,518638.35415578017
4183.170677744404,505685.82433430856
4560.021367270265,393926.4454605704
2351.980627406143,350056.0639310254
2502.3318105597764,350141.74311377265
1375.927759363476,244591.88075241528
3313.1205639846958,434006.92375012994
1143.7690951869683,148063.80142123898
2862.3920725298403,414109.63509554334
3170.5785388303066,448668.6695846232
2146.1650085131378,348733.4399542968
3363.333042276043,483662.1544062736
1122.0009997561976,242402.6822217009
1149.3927549968575,194437.8049227402
4290.402242638633,525498.3818680588
2440.762565645052,348632.499927174
1508.242050607539,256209.17751608483
3088.9730402192176,458808.1868205083
4079.9742123944434,540180.8588905688
1863.2841099873726,390195.5829772349
3491.561903276001,559479.6393218337
1341.3898599750719,238121.46512820342
1206.7268846744307,28839.911044474604
3125.418526272592,474383.47593362257
3162.540486440426,389235.23169468984
3549.719605992826,414897.76450773224
3904.3653348906464,470514.26973959635
4903.408317850139,568008.6794442836
3065.201393204781,437133.62982574775
2291.8258917649837,251210.80022018708
4180.744779074815,464188.4406179014
2083.329005048297,325490.82821470057
2755.8856828225444,406735.7698029199
1313.8255253690638,263459.634783707
1101.40297366183,170788.48341951804
4850.5936587117,536146.083407858
4343.920482048823,509060.3065154863
3783.896824374792,490383.3200517155
2635.81177765708,437855.0462293354
1693.177280283383,166945.86873980076
1625.7481706843441,251538.3792205161
2000.9715926583813,233463.2372145779
3196.906658824482,337078.5320147737
3858.3836908002495,534186.2013472657
3640.789506870925,491310.1794120594
2119.7355877837713,334445.23457574024
4819.461122652776,627997.4042518273
3951.587666783074,471172.8218400006
3217.416210045603,400109.74518788385
3446.8829849374088,553974.8293298696
2678.4002497111596,355511.47225813725
1990.9239580046299,335849.0014531675
2423.890714605046,342708.14850867033
4031.3844418574763,410725.5176818269
1057.5739545190236,103525.94526183895
1464.290562027665,217479.84520577124
1184.010568087011,271206.11939220055
1162.9152092758804,255706.10375938824
4421.842336044028,587888.0918156046
3814.6314375200946,432110.83480519365
2896.695316349301,470463.15614104574
1391.3366426040059,190888.99925108138
2966.463500467329,407287.56998023135
2893.887083122263,388871.09381683945
1692.8074796400606,260587.0569482767
2735.4065969518924,440470.26660996955
2594.018937589494,324146.3677506513
3463.400392208866,378859.77643529023
3540.374603470575,455037.23465737846
1181.2160390881781,198130.2671944915
2498.450458505885,518714.1918047208
3503.4396628569457,484169.34010769334
3012.545034320351,380787.4746711039
4425.959364753289,489790.3580159745
3634.77452647578,369463.0321191388
1651.7377083257188,213912.81654570025
1282.2749896017194,233974.58754812853
3569.6771128252626,528334.1438622647
1106.0452421664872,266688.9813360447
3343.1023250938533,445764.9740917043
4760.92096569983,559933.7132848589
3301.8967115035157,443630.2889709593
2552.679704826088,329336.07060837996
3573.1528737694125,543233.487165135
2833.0115619660664,373841.64713285264
3182.46715726374,413929.8228140377
4765.859235106101,465794.80225957674
2544.410551203097,344669.3127941715
4844.762255295656,626300.4324278127
4621.402567824255,508754.12793049833
1783.1645391571858,240780.43719107794
1277.4452035006618,267380.0712367494
1403.1120055097067,166478.33937506803
1072.887302606199,260178.78063771583
1377.7718430237137,211169.98979371626
3732.0270936654274,453774.2983419826
1284.754593840916,172281.5391278119
2275.902521175045,346492.5651388986
4379.501243877818,660943.7236392508
1093.0877429433035,248383.63626736193
4257.873930355743,482573.12993854756
2127.4190990935995,369522.9391839337
1472.6593104866251,231431.95375195006
3786.9486614566026,547419.1152170382
3515.771387119536,491910.9588201717
4509.888054108212,403831.7271372345
3940.284175215543,443824.435873803
4213.923721539394,568611.6332957089
2128.138290285226,320396.69263577345
1709.7581751188914,219788.02012649662
4002.4590065634334,468566.4248816527
4227.338957069056,427422.0647024366
4962.020568002694,591783.3924239496
2650.470707645706,475581.55706535885
2488.0723431711326,389053.9038537296
4105.651842967987,620086.0343562199
2363.2141610120716,380441.27059070615
4723.029302414259,623676.8974090606
4433.651007372047,642069.0351244559
2715.976109500073,390460.77391711867
4003.4842711659894,490987.0610412549
4018.1714963387294,553450.0254649735
1412.4954753437305,313941.5593904673
4610.211626718266,537022.9305362162
3021.0094897914287,366022.49486214144
4305.829864430967,537525.7880646408
2280.198404122447,369594.7837588278
4582.092913984801,598113.8438315581
2556.8067149366525,284472.2914842853
1043.3506059211934,299915.36394528544
4621.527905677054,530094.5440978629
1365.1467071445343,223261.42087002445
2277.2545503616593,282592.7370367749
4800.24786820322,714941.2286171764
4802.428587750224,592346.3922894208
3293.7515524931446,386826.40121523617
3527.348848679197,495931.06236604205
2793.782087913279,417834.99775682954
2172.843086792258,307897.9575002316
2314.6581814796637,373496.15378713555
3690.0738243081537,427742.78438927216
4009.49811775072,476303.8980276094
4166.316174903394,416120.7847620363
4158.472571178216,449649.70290684345
1364.8244121947614,326863.98150301044
2977.681218810326,479839.5532671483
1230.235040066577,226312.9364391058
3198.115529294942,502958.1252889861
2766.1220054935084,368608.47621893557
4550.816731033199,542911.1579749245
2403.6600502083147,343191.5374441093
1468.2680657104233,240580.72680486407
1571.9667282113435,246436.85664312533
4046.042526869889,561774.1580444665
3472.872253265044,454794.00802431453
1404.490704491161,276073.1586708063
1336.4272244599897,285211.7487098655
3803.87652583648,499796.94236638467
1291.0520254567741,180591.6362502655
4287.440237161425,461100.72926794057
3824.968908625985,489935.92260296375
1325.3951225675992,223976.6970155132
1339.3508563407677,238304.65708008286
4946.558314004702,593853.1294380409
2497.0831830244815,478887.0013107765
2482.5685882675634,281745.5460446895
4251.19826903001,425622.51341194473
4788.994309535435,595518.2726295239
4944.004255291484,575579.2977997387
4013.5127410357663,517154.6675900742
2505.038342123663,379697.9853265663
1334.0028667946751,297605.52143841237
4108.587663709747,435497.4753517778
3233.61699894322,395525.80500146386
2696.8880369879053,391126.86664282874
4625.417540378944,601064.9338222558
1444.7899292246054,354151.47043687984
2970.5004171634364,444835.24027203704
1045.4145790696762,201702.02811265376
2874.6425679765052,342942.4691505175
1225.2131027273495,194306.817636784
1475.2716650722878,217892.02535937345
1470.1049871084197,279772.18013652996
3596.841208464254,472533.9931257169
3984.1795170616933,432235.4731640604
3333.4750603886387,411552.4325843422
4848.690193898168,628746.3970623878
2499.482318094816,367531.34955818456
2142.848345127443,342717.0653133828
4474.396512757841,566585.7367786473
1894.3833540778105,370759.872138224
4852.890157762446,597091.1689674631
1048.6178987592655,185560.64998239168
4879.515306830556,542163.7786263776
1172.6396478023044,229744.437690716
4564.572454792284,434422.04474047426
3110.8044363451995,401865.99354288436
4971.859184477202,586893.925451653
1295.1862589415955,161295.0832132955
3215.417137605283,375128.4218277285
4877.210142476396,628203.8907550516
3092.3913766805954,420774.72512180766
3517.5945525410502,456848.8719394714
3782.9947559384686,493616.85229044803
2818.1642590710926,386447.80530455546
3510.232320336254,513166.3601765411
3337.257247692401,439897.1838544226
4604.632041963956,487552.54850545805
1181.7855213658315,299685.05038030364
2123.852758368921,330902.28920333437
4801.645936306235,550701.9070908702
4561.055135563665,493435.4276416156
2822.6270111428516,402058.41216218745
3480.5303912061468,442194.43887189595
2109.524731924531,389659.8124940735
1752.4846388950452,257953.09985616314
2854.7936197599283,343610.3224918695
2413.4089121042116,386130.70212221757
3334.6244474034884,479726.5393761904
1310.9385478599393,239526.4231665037
4897.579230664665,623575.775450212
4944.842977918412,592599.9417547293
3792.6468560789804,490957.94065836037
3144.3854653764815,472688.09066584427
2238.110465145311,355076.9632156063
4255.180078827794,517054.28596614825
3738.924690215517,541510.5963178591
1650.4677573795652,146804.00709838088
4643.70873797537,666974.5393686338
4290.148971692675,443716.94242473075
4799.199653167696,548565.3240781549
3902.8780335534398,488241.92659559054
3453.6607837431593,438042.04483790783
2672.9721451624755,417617.7665175753
4730.913933416054,520199.5624110936
4464.255558001633,559463.8966743165
1180.8746804247576,189176.86313148806
1105.467897989008,225303.8387657716
2505.853467512198,347346.733761326
4242.213323127331,528868.114946882
4949.104517259778,567414.2101027605
1601.6675644141128,234663.55893660715
3376.5228614085404,452015.9118422254
2523.563426524086,399542.11794021085
4879.657591258412,558051.7924159488
4368.475692542835,493409.19202563795
4353.314818844552,566004.490168047
2874.772639179881,385852.06926510367
2659.278009350661,407452.7076343637
2093.628287722825,264072.96810372506
1225.5019866037085,133578.25238919928
4458.889505020213,519238.7464107045
4251.60403652031,486842.7731887802
4998.870693144522,595947.6493104373
4986.547348295621,566812.4741160426
3221.7268224105096,459223.5298078734
4075.949660722042,493187.4529510784
4779.0629195297115,585430.0168916662
4398.589562709645,547740.6841930118
1989.3924069727905,308686.9953178884
2802.176541240374,379011.1986012887
1516.6376606059798,277193.80058111367
4816.204109034889,541837.6542121986
3424.69853780352,512440.75011304615
1914.5712220138507,279630.2530329583
3686.8027376234268,403102.8168674086
3472.512961831583,456654.96403274697
2432.650872131362,300706.06309076195
1454.230368798516,278689.76360529533
3686.2927823711984,579109.5570392387
3081.230803615173,368794.4757836248
4089.2735669425574,525545.973355455
3080.6540044479734,320290.121009566
4408.726001274161,563567.8615994834
3207.627355097942,376477.0455198097
3243.751886141545,393133.4576924304
4506.6144106333795,495597.11657134653
2613.9314648495883,398000.7077876956
1536.060913802563,303971.3092539194
1115.130705253356,212682.331258261
4020.549022694476,458833.56700266164
3481.238205413859,527599.9723465791
3816.319072396894,444111.4008519566
1851.8566460356428,177084.04960719237
1545.485902347079,277468.0407325613
1058.1786626715277,150579.13258507694
2402.3502352263877,389665.46319759754
3359.6707474185323,416910.1899081823
2568.9761803989295,387083.2800671028
2749.899688094916,445064.9861370995
4616.634777974994,501220.5345664633
2393.021868093201,311005.3302646998
3055.957956639243,401812.24203107116
4134.6120509645725,590338.7710481745
2586.1711292850805,325697.9770314858
3488.346800911494,419109.49529369903
4449.45483498698,568852.5122764884
4798.082494630568,550946.8131775283
1588.2939237161518,266455.686516496
4706.350500645978,493058.1790161914
2968.465172318153,507563.0143596451
2032.9775531958335,235912.29380411317
2836.5430249530455,367566.6672957941
4920.130301141908,590388.978322086
2970.4723759714784,492681.6443149876
2315.0064411500325,265258.3550683663
3533.6034172669033,552545.548500628
1960.5824751127723,333917.08856637834
1303.4533124346558,251200.0974646279
1515.5188876425968,202320.20441336193
1512.1833558310898,279775.39768501266
1607.6107740491775,224586.74628392776
1555.3086905976406,318863.9317196847
3563.4989792128586,407796.7964658992
1727.5203375965793,267094.1090368537
2382.669133295453,310503.25892888673
4587.153639624047,509339.2158410549
2895.8465610514895,426650.6469505447
3670.230954084109,493796.03277889255
1689.2794848065193,329378.4584257018
1769.1560752346832,187921.85211305995
1163.4744650659154,269555.9816236437
1675.7402522886582,392846.4704967105
2114.3613561278344,288854.0811539361
1708.0419371069872,365561.62431614724
1354.8101350282225,222322.9498998309
1482.5434844024032,179633.86156217498
2843.115072130903,369029.88509275054
1825.33487362317,334943.6857460808
2457.0794441923017,303799.1203026536
3013.669083419428,371349.9753916184
3761.579314517461,505834.9030664057
1157.2485593643958,215877.86177336823
4197.641595636171,548995.3071879541
3511.601557963631,463051.63283427985
1327.0361277954876,256684.87875712742
4494.314496427109,527816.3903522338
4683.4896021272525,579935.5073142449
1244.311839419455,178062.5336571488
2107.5105925888147,375172.74038405094
4224.805119172245,490766.7760763588
3993.0387615346335,555746.2505309328
1738.0840774255093,262128.05969340767
1837.3972933468413,293839.6798725501
2481.888411165528,323440.6135720178
2938.0919407640854,343009.42251800705
3473.019086121184,360063.8892318533
2475.6545582790895,294799.247898286
2850.1388645325915,368818.44379246305
3989.8837525350264,509582.33419494686
1146.7328115623916,265192.24682040233
2009.747777376083,278686.90474776586
3853.3983435382097,441241.7961404622
4580.8273507487975,485946.9957747441
3046.709768462664,428674.1577414716
3128.4539410612624,482005.1198725934
1428.6880453591043,306185.31793372484
2789.649467293819,414461.58413674374
3130.4690658200925,444974.07244538923
1969.8820145389186,381869.3904393589
2076.972923797524,324301.3654505929
2509.1366524184905,383220.1490430576
1080.2847911109054,191989.2860184906
2288.3166623327133,260729.4976905335
1845.7920279861787,250386.75777363908
2309.9894087116586,330540.98894443305
1479.0485272770047,250944.1213527656
4562.10912295958,652525.2050387277
3374.3698142161948,441500.8398011729
3716.4092765779583,530583.0998590781
4156.684954429353,493914.63336411945
2993.768795716229,383793.08528336114
1347.6811523496947,168317.73337379706
3148.426167274191,377726.2160835905
3347.3644720835164,461085.51677653927
3981.75789673732,498553.7986934387
2726.6381849187173,419810.74948673346
1510.321211182255,260094.81853547803
2135.103623194898,295887.67573760275
2452.3291855945404,452647.761748802
3583.6689653264048,453671.71809698816
3283.1132186756477,486461.37035283
2424.386903591385,322378.2300319046
4946.060995171919,630086.0734863702
3423.0992774275487,488710.71070033923
1948.907166943978,305315.31522317685
1407.129890481615,122988.84291333138
1611.4365567373281,262056.27871653845
1983.8309135380325,359906.09374180203
1642.7254930382228,290646.5909552088
1746.2680962052232,296918.75338198466
2140.3806747753883,227925.2207796629
1693.4943811790195,233326.68458414898
4587.0616985057,579274.051408142
1320.9349826465689,252612.6621040015
3098.0455582810187,470537.894834747
2641.5873079586463,356915.39303855994
4929.514467634426,613242.6510971333
1448.1556086722094,245634.27296378562
2591.4223961829666,309795.10279321886
4877.881733101475,474998.6067554102
4462.028503575921,567753.334964096
4268.288283797119,535526.1888003525
2031.6113081797594,272252.3787129675
1683.5503495602634,187396.3821302331
3674.572879697724,498944.2636902093
4717.503956510343,558454.3919412567
3227.051572055719,450548.89332397917
3286.450757879599,521847.50230854785
2119.916374641137,204920.0934481284
4077.9717327677477,472817.13284165657
1748.1749942300935,264348.7187574137
2294.716945616975,402213.00326903
2701.7457544656672,288354.42448624247
3030.4415147378204,499837.2027578122
1969.638929660321,303756.6880443467
1459.347298956814,241134.6968089885
3442.4801697665303,434345.0288157077
2154.522212961023,293639.0696871008
3324.952885690449,484901.12653250265
1617.4508610968091,208319.04840555898
2924.5604074192697,409726.7498241197
3130.3577302063436,393826.6897352856
1207.2941472897076,182622.74230326587
2346.4171127756827,463940.470061763
1537.658707755897,274718.4075132627
1253.499881891071,256013.2654221643
4959.840929559781,652872.9319894112
2289.415379898892,257874.04072396178
4239.497783418539,611564.3737979555
2018.5626190550554,176408.40298075177
3726.010888895717,434162.7683876457
4040.911439558746,481139.56029692956
3382.554962431377,467341.664491663
2886.3047542006334,399566.38872713776
2647.363656589074,356395.6286239877
2395.4730661719814,338947.439385812
4718.116576991303,522910.5065230018
4322.477631150917,457386.14339088305
4860.10764266605,622336.345383408
1497.188893942179,284404.1950210272
3923.469900814577,571571.7088393107
4753.361827284151,535835.3278876548
1724.9322646626406,307133.9869813102
1265.98506946711,212413.1705284744
3964.4825971602363,555972.0089756977
3297.8924527196477,480887.38410587184
4367.315107033088,547291.9806645316
1559.089506505158,238932.44281721645
4181.069247439561,566153.5336743691
1806.5092801909782,312996.1541819261
1654.623771462818,231240.35704197263
1657.0631917239716,199316.38549842557
4258.2988809255285,511403.243058463
3660.7888827848005,541849.5790458905
3092.2616990764773,466550.5278442996
2435.32193649401,287915.820165872
4508.802163252433,492492.3455302473
2569.7804296905415,420712.23545302846
4266.397757886309,469857.9805507394
2756.5396342808735,401118.72961018776
2507.7777176996306,319974.2110031469
2850.7191426784257,465924.16049392667
2205.5114966565684,282029.9097087629
3990.4375207050043,556211.8285807918
3010.8815603699168,410331.08874000993
1928.8507805872691,305494.82077044126
4598.298293098274,461314.4002422574
2535.564885492846,243410.82088899866
3174.2114444559543,406392.8474322297
4625.888443858188,574934.1475566494
3496.9519836559684,393435.30697871064
1467.5921628334563,192324.54575952853
4759.328494453901,604006.4809366968
3510.8322122856716,479225.9452514237
2339.6224586283442,327075.192843438
1557.088290653549,294718.9151246586
4176.1007570811835,458899.960922111
3480.291023714054,430232.3565170569
3133.844367905286,495778.3170797123
4575.570332203831,560973.139717374
4154.388844898123,521754.5102191623
1606.6995189310046,375967.28119148745
2246.888271182193,254721.71882578073
1993.9565592578629,339217.17425789183
3975.785170290708,580777.8310194757
1134.1297389431174,197170.07756938445
3279.558739485266,470937.41329126887
4049.834742962762,455882.499435731
4507.062547046998,516369.6349263323
2368.32699486363,356081.0202887447
4285.0292186880515,568431.2555243346
1442.5269478208288,300299.52040239517
4385.809166938073,617062.346040782
1509.9546493279297,247623.13700503384
2589.149162241469,418595.50398277637
4189.181463118215,501802.9041393641
1599.6697093950952,305071.5365189229
1917.0055809305659,302074.9979856656
3889.0102735722653,511184.9227113227
3880.1461461842973,509190.0083195316
3564.590531541189,376223.80266422837
3775.7937778684,421373.28484380135
3170.897773390385,422216.8493299146
2007.196235627811,216355.66958072264
2382.783974015678,379838.95256155555
1726.3908672057028,316216.8850349774
4633.802245334513,579738.7521773408
3333.567179064482,377300.0172685521
2603.4056670545597,429347.51364888175
2848.023214576531,486662.85344357096
4789.133358447261,586267.1772170247
1613.4056124643207,286867.3301689939
3344.919328067189,444578.86554652103
3023.554715537864,428873.9310037264
3445.816941738591,438603.75634253933
1072.440735283362,205515.86153614603
4488.495635776606,594135.4436025289
4728.473129934449,690128.521088267
3260.5327343568356,356049.7117155966
3786.603295507569,473469.7053306085
4689.9975247091825,509976.7282093141
3828.9545372535945,562496.6986541636
1610.1561716570454,231628.71869970963
3305.1534406672527,358355.3043774356
3426.8601855314237,474595.3684955711
2696.522685209544,456867.82425810996
3945.7769424988915,527757.5876779273
4737.46805907606,583986.6997717018
4702.274051627105,590684.4513015102
2803.3574856165287,451077.7817029306
1452.952183363021,201585.25483559462
4939.364795849338,588344.1243806182
4355.592345783736,512924.7271528969
1498.6507248130674,191471.80711672123
4683.36753046949,551917.9900761088
4479.585448248514,603344.5996239738
3075.3522285042886,435865.3302700651
3365.101742979717,468725.6993033817
2596.010815480521,366924.8621307181
1219.0465552881253,248070.84466524198
2340.7889665836037,294049.3795409551
4211.413794392046,505665.8851428431
1018.5280920184115,211453.02105027498
2333.9966867645767,347275.4616205522
2592.6747743637734,375276.87018247094
3149.5824117516913,408041.47707435023
4679.422465651041,549071.0765085876
2385.383977463845,496426.9618985994
2387.812807584911,384120.64440511103
3950.0049924389937,515657.8730415305
2808.8717635592284,369226.75144560315
1898.419291759928,267280.98782879894
2809.7580645307735,374435.7767667296
1563.4280815191994,270984.2503312541
1705.5479460248932,176533.01739933528
2993.471090957919,320877.6293270577
2675.7017980181918,335726.06035487127
4659.3836042724,576295.3322661683
2449.5755964665323,332993.9022890607
3322.3534011121737,506141.40141619154
3529.0571516781215,378785.8758180237
1052.3778263533345,167670.50915516494
3654.1494880668424,541419.5358562393
1712.1438674790056,277770.3529816579
4844.281269877821,628670.25612784
1594.6509110124518,362027.4382647184
2658.496494908095,331159.42859571835
1341.3986723145754,229174.15034185594
4987.497007383789,585128.3556918353
3008.7800413249706,303148.3539083333
3381.540069280175,422634.16674021905
